Path,Label
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA02_377_1/BraTS19_TCIA02_377_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA10_393_1/BraTS19_TCIA10_393_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_APR_1/BraTS19_CBICA_APR_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA04_479_1/BraTS19_TCIA04_479_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_BAX_1/BraTS19_CBICA_BAX_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AVF_1/BraTS19_CBICA_AVF_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA08_406_1/BraTS19_TCIA08_406_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA09_620_1/BraTS19_TCIA09_620_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA01_221_1/BraTS19_TCIA01_221_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AYW_1/BraTS19_CBICA_AYW_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA12_470_1/BraTS19_TCIA12_470_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA10_175_1/BraTS19_TCIA10_175_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_ASW_1/BraTS19_CBICA_ASW_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA04_361_1/BraTS19_TCIA04_361_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA10_639_1/BraTS19_TCIA10_639_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA03_199_1/BraTS19_TCIA03_199_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA02_607_1/BraTS19_TCIA02_607_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_APK_1/BraTS19_CBICA_APK_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA05_444_1/BraTS19_TCIA05_444_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA09_402_1/BraTS19_TCIA09_402_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AVV_1/BraTS19_CBICA_AVV_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA10_408_1/BraTS19_TCIA10_408_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_ABO_1/BraTS19_CBICA_ABO_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AUN_1/BraTS19_CBICA_AUN_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA13_654_1/BraTS19_TCIA13_654_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AWX_1/BraTS19_CBICA_AWX_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_TCIA04_111_1/BraTS19_TCIA04_111_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA10_103_1/BraTS19_TCIA10_103_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AME_1/BraTS19_CBICA_AME_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AXN_1/BraTS19_CBICA_AXN_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/HGG/BraTS19_CBICA_AZD_1/BraTS19_CBICA_AZD_1_flair.nii.gz,0
data/MICCAI_BraTS_2019_Data_Training/LGG/BraTS19_TCIA09_312_1/BraTS19_TCIA09_312_1_flair.nii.gz,0
